exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
fyr2-dumbbell-deadlift-to-dumbbell-upright-row,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Lower Back,lower_back,biceps;forearms;glutes,pull
atlas-stones,Atlas Stones,Lower Back,lower_back,,push
axle-deadlift,Axle Deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
atlas-stone-trainer,Atlas Stone Trainer,Lower Back,lower_back,,push
partner-flat-bench-back-extension,Partner Flat-Bench Back Extension,Lower Back,lower_back,triceps;shoulders;forearms,push
keg-load,Keg Load,Lower Back,lower_back,,push
partner-bench-back-extension,Partner bench back extension,Lower Back,lower_back,triceps;shoulders;forearms,push
rack-pull-gethin-variation,Rack Pull - Gethin Variation,Lower Back,lower_back,glutes;hamstrings;core,push
hex-bar-deadlift-gethin-variation,Hex Bar Deadlift - Gethin Variation,Lower Back,lower_back,glutes;hamstrings,hinge
holman-deadlift,Holman Deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
acft-low-handle-trap-bar-deadlift,ACFT Low-handle trap bar deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
neutral-grip-lat-pull-down,Neutral-grip lat pull-down,Lower Back,lower_back,,push
seated-cable-deadlift,Seated cable deadlift,Lower Back,lower_back,biceps;forearms;glutes,hinge
cable-stiff-legged-deadlift,Cable stiff-legged deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
single-leg-cable-stiff-legged-deadlift,Single-leg cable stiff-legged deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
uns-banded-dumbbell-romanian-deadlift,UNS Banded Dumbbell Romanian Deadlift,Lower Back,lower_back,glutes;hamstrings,hinge
seated-back-extension,Seated Back Extension,Lower Back,lower_back,forearms,push
back-extension,Back extension,Lower Back,lower_back,triceps;shoulders;forearms,push
hyperextensions-with-no-hyperextension-bench,Hyperextensions With No Hyperextension Bench,Lower Back,lower_back,triceps;shoulders,push
superman,Superman,Lower Back,lower_back,,push
hug-a-ball,Hug A Ball,Lower Back,lower_back,,push
child-s-pose,Child's pose,Lower Back,lower_back,,push
pelvic-tilt-into-bridge,Pelvic Tilt Into Bridge,Lower Back,lower_back,,push
hug-knees-to-chest,Hug Knees To Chest,Lower Back,lower_back,,push
pyramid,Pyramid,Lower Back,lower_back,,push
partner-superman-with-alternating-high-five,Partner Superman with alternating high-five,Lower Back,lower_back,,push
yoga-plex,Yoga plex,Lower Back,lower_back,,push
tbs-back-extension,TBS Back Extension,Lower Back,lower_back,triceps;shoulders;forearms,push
lower-back-stretch-yates-variation,Lower Back Stretch - Yates Variation,Lower Back,lower_back,,push
hyperextension-gethin-variation,Hyperextension - Gethin Variation,Lower Back,lower_back,triceps;shoulders;forearms,push
back-extension-gethin-variation,Back Extension - Gethin Variation,Lower Back,lower_back,triceps;shoulders;forearms,push
hm-banana-stretch,HM Banana Stretch,Lower Back,lower_back,,push
hm-t-spine-stretch-on-wall,HM T-Spine Stretch on Wall,Lower Back,lower_back,,push
hm-child-s-pose,HM Child's Pose,Lower Back,lower_back,,push
hm-cobra,HM Cobra,Lower Back,lower_back,,push
hm-cobra-with-arm-retraction,HM Cobra With Arm Retraction,Lower Back,lower_back,,push
hm-dive-bomber,HM Dive-Bomber,Lower Back,lower_back,,push
hm-downward-facing-dog-pose,HM Downward-Facing Dog Pose,Lower Back,lower_back,,push
hm-downward-dog-to-left-leg-extension-to-warrior-pose,HM Downward Dog To Left Leg Extension To Warrior Pose,Lower Back,lower_back,forearms,push
hm-downward-dog-to-right-leg-extension-to-warrior-pose,HM Downward Dog To Right Leg Extension To Warrior Pose,Lower Back,lower_back,forearms,push
hm-spine-twist,HM Spine Twist,Lower Back,lower_back,,rotational
hm-good-morning,HM Good Morning,Lower Back,lower_back,glutes;hamstrings,hinge
hm-rag-doll,HM Rag Doll,Lower Back,lower_back,,push
hm-upward-facing-dog-pose,HM Upward-Facing Dog Pose,Lower Back,lower_back,,push
superman,Superman-,Lower Back,lower_back,,push
weighted-back-extension,Weighted back extension,Lower Back,lower_back,glutes;hamstrings;forearms,push
metaburn-alternating-superman,MetaBurn Alternating Superman,Lower Back,lower_back,,push
metaburn-swimmer,MetaBurn Swimmer,Lower Back,lower_back,,push
dancer-s-stretch,Dancer's Stretch,Lower Back,lower_back,,push
cat-stretch,Cat Stretch,Lower Back,lower_back,,push
crossover-reverse-lunge,Crossover Reverse Lunge,Lower Back,lower_back,glutes;hamstrings;core,squat
standing-pelvic-tilt,Standing Pelvic Tilt,Lower Back,lower_back,,push
exercise-ball-weighted-hyperextension,Exercise ball weighted hyperextension,Lower Back,lower_back,,push
exercise-ball-rear-delt-fly,Exercise ball rear delt fly,Lower Back,lower_back,,push
lying-rear-delt-y,Lying rear delt Y,Lower Back,lower_back,,push
partner-facing-feet-elevated-side-plank-with-band-row,Partner Facing Feet-Elevated Side Plank With Band Row,Middle Back,middle back,biceps;forearms;obliques,pull
partner-side-plank-band-row,Partner side plank band row,Middle Back,middle back,biceps;forearms;obliques,pull
band-assisted-chin-up,Band-assisted chin-up,Middle Back,middle back,biceps;forearms,pull
30-back-band-assisted-pull-up,30 Back Band-Assisted Pull-Up,Middle Back,middle back,biceps;forearms,pull
30-back-reverse-grip-band-assisted-pull-up,30 Back Reverse-Grip Band-Assisted Pull-Up,Middle Back,middle back,biceps;forearms,pull
band-bent-over-row,Band bent-over row,Middle Back,middle back,biceps;forearms,pull
heavy-band-bent-over-row,Heavy band bent-over row,Middle Back,middle back,biceps;forearms,pull
reverse-grip-bent-over-row,Reverse-grip bent-over row,Middle Back,middle back,biceps;forearms,pull
one-arm-long-bar-row,One-Arm Long Bar Row,Middle Back,middle back,biceps;forearms,pull
bent-over-barbell-row,Bent Over Barbell Row,Middle Back,middle back,biceps;forearms;glutes,pull
yates-row-reverse-grip,Yates Row Reverse Grip,Middle Back,middle back,biceps;forearms,pull
pendlay-row,Pendlay Row,Middle Back,middle back,biceps;forearms,pull
straight-bar-bench-mid-rows,Straight Bar Bench Mid Rows,Middle Back,middle back,triceps;shoulders,push
barbell-seal-row,Barbell seal row,Middle Back,middle back,triceps;shoulders;biceps,pull
yates-row,Yates Row,Middle Back,middle back,biceps;forearms,pull
plate-row,Plate Row,Middle Back,middle back,biceps;forearms,pull
barbell-deadlift-bent-row-complex,Barbell Deadlift Bent Row Complex,Middle Back,middle back,biceps;forearms;glutes,pull
single-arm-landmine-row,Single-Arm Landmine Row,Middle Back,middle back,biceps;forearms,pull
tbs-t-bar-row,TBS T-Bar Row,Middle Back,middle back,biceps;forearms,pull
tbs-deficit-deadlift,TBS Deficit Deadlift,Middle Back,middle back,glutes;hamstrings;lower_back,hinge
bent-over-barbell-row-gethin-variation,Bent-Over Barbell Row - Gethin Variation,Middle Back,middle back,biceps;forearms;glutes,pull
barbell-bent-over-row,Barbell bent-over row,Middle Back,middle back,biceps;forearms;glutes,pull
un-barbell-rack-pull,UN Barbell Rack Pull,Middle Back,middle back,,push
un-barbell-scrape-the-rack,UN Barbell Scrape The Rack,Middle Back,middle back,,push
barbell-deadlift-bent-over-row-complex,Barbell deadlift bent-over row complex,Middle Back,middle back,biceps;forearms;glutes,pull
30-back-barbell-deadlift,30 Back Barbell Deadlift,Middle Back,middle back,glutes;hamstrings;lower_back,hinge
30-back-bent-over-barbell-row,30 Back Bent-Over Barbell Row,Middle Back,middle back,biceps;forearms,pull
30-back-t-bar-row,30 Back T-Bar Row,Middle Back,middle back,biceps;forearms,pull
30-back-underhand-bent-over-barbell-row,30 Back Underhand Bent-Over Barbell Row,Middle Back,middle back,biceps;forearms,pull
kettlebell-alternating-renegade-row,Kettlebell alternating renegade row,Middle Back,middle back,biceps;forearms,pull
alternating-kettlebell-row,Alternating Kettlebell Row,Middle Back,middle back,biceps;forearms,pull
two-arm-kettlebell-row,Two-Arm Kettlebell Row,Middle Back,middle back,biceps;forearms,pull
kettlebell-bent-over-row-to-clean,Kettlebell bent-over row to clean,Middle Back,middle back,biceps;forearms,pull
up-deficit-kettlebell-stiff-legged-deadlift,UP Deficit Kettlebell Stiff-Legged Deadlift,Middle Back,middle back,glutes;hamstrings;lower_back,hinge
fyr2-dagger-grip-double-kettlebell-gorilla-row,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Middle Back,middle back,biceps;forearms,pull
fyr2-double-kettlebell-swing-clean,FYR2 Double-Kettlebell Swing Clean,Middle Back,middle back,,push
single-arm-kettlebell-row,Single-arm kettlebell row-,Middle Back,middle back,biceps;forearms,pull
fyr2-ascending-rep-swing-squat-complex,FYR2 Ascending-Rep Swing-Squat Complex,Middle Back,middle back,glutes;hamstrings;core,squat
one-arm-dumbbell-row,One-Arm Dumbbell Row,Middle Back,middle back,triceps;shoulders;biceps,pull
incline-dumbbell-row,Incline dumbbell row,Middle Back,middle back,triceps;shoulders;biceps,pull
bent-over-two-dumbbell-row-with-palms-in,Bent Over Two-Dumbbell Row With Palms In,Middle Back,middle back,biceps;forearms,pull
man-maker,Man-maker,Middle Back,middle back,triceps;shoulders;upper_chest,push
dumbbell-bent-over-row,Dumbbell bent-over row,Middle Back,middle back,biceps;forearms,pull
middle-back-shrug,Middle Back Shrug,Middle Back,middle back,,push
dumbbell-pull-over-to-skullcrusher,Dumbbell pull-over to skullcrusher,Middle Back,middle back,,push
dumbbell-fix-single-arm-dumbbell-row,Dumbbell Fix Single-Arm Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
dumbbell-fix-bent-over-dumbbell-row,Dumbbell Fix Bent-Over Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
dumbbell-seal-row-gethin-variation,Dumbbell Seal Row - Gethin Variation,Middle Back,middle back,triceps;shoulders;biceps,pull
decline-dumbbell-chest-fly,Decline dumbbell chest fly,Middle Back,middle back,triceps;shoulders,push
tbs-bent-over-dumbbell-row,TBS Bent-Over Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
hm-alternating-bent-over-quick-row,HM Alternating Bent-Over Quick Row,Middle Back,middle back,biceps;forearms,pull
hm-bent-over-dumbbell-row,HM Bent-Over Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
am-single-arm-row,AM Single Arm Row,Middle Back,middle back,triceps;shoulders;biceps,pull
dumbbell-stiff-legged-deadlift,Dumbbell stiff-legged deadlift,Middle Back,middle back,glutes;hamstrings;lower_back,hinge
single-arm-bench-dumbbell-row,Single-arm bench dumbbell row,Middle Back,middle back,triceps;shoulders;biceps,push
un-bent-over-dumbbell-row,UN Bent-Over Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
un-dumbbell-rdl,UN Dumbbell RDL,Middle Back,middle back,glutes;hamstrings;lower_back,hinge
un-chest-supported-row,UN Chest Supported Row,Middle Back,middle back,biceps;forearms,pull
metaburn-bent-over-renegade-row,MetaBurn Bent-Over Renegade Row,Middle Back,middle back,biceps;forearms,pull
30-back-bent-over-dumbbell-row,30 Back Bent-Over Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
30-back-dumbbell-pull-over,30 Back Dumbbell Pull-Over,Middle Back,middle back,,push
30-back-incline-dumbbell-row,30 Back Incline Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
30-back-single-arm-dumbbell-row,30 Back Single-Arm Dumbbell Row,Middle Back,middle back,biceps;forearms,pull
30-back-single-arm-dumbbell-swing-row,30 Back Single-Arm Dumbbell Swing Row,Middle Back,middle back,biceps;forearms,pull
t-bar-row-with-handle,T-Bar Row with Handle,Middle Back,middle back,biceps;forearms,pull
t-bar-row,T-Bar Row,Middle Back,middle back,biceps;forearms,pull
alternating-sit-through-with-crunch,Alternating sit-through with crunch,Middle Back,middle back,,push
seated-cable-rows,Seated Cable Rows,Middle Back,middle back,biceps;forearms,pull
upside-down-pull-up,Upside-down pull-up,Middle Back,middle back,biceps;forearms,pull
smith-machine-inverted-row,Smith machine inverted row,Middle Back,middle back,biceps;forearms,pull
lying-t-bar-row,Lying T-Bar Row,Middle Back,middle back,biceps;forearms,pull
suspended-row,Suspended row,Middle Back,middle back,biceps;forearms,pull
inverted-row-with-straps,Inverted Row with Straps,Middle Back,middle back,biceps;forearms,pull
one-arm-chin-up,One Arm Chin-Up,Middle Back,middle back,biceps;forearms,pull
sled-row,Sled Row,Middle Back,middle back,biceps;forearms,pull
paul-carter-t-bar-row,Paul Carter T-Bar Row,Middle Back,middle back,biceps;forearms,pull
single-arm-bent-over-rear-delt-raise-gethin-variation,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Middle Back,middle back,,push
30-back-plate-hyperextension,30 Back Plate Hyperextension,Middle Back,middle back,,push
seated-cable-rows,Seated Cable Rows,Middle Back,middle back,biceps;forearms,pull
single-arm-cable-seated-row,Single-arm cable seated row,Middle Back,middle back,biceps;forearms,pull
paul-carter-lat-pull-down,Paul Carter Lat Pull-Down,Middle Back,middle back,,push
tbs-lat-pull-down,TBS Lat Pull-Down,Middle Back,middle back,,push
one-arm-cable-read-delt-fly-gethin-variation,One-Arm Cable Read Delt Fly - Gethin Variation,Middle Back,middle back,,push
up-seated-cable-row,UP Seated Cable Row,Middle Back,middle back,biceps;forearms,pull
up-cable-straight-arm-pull-down,UP Cable Straight-Arm Pull-Down,Middle Back,middle back,,push
un-cable-pull-through,UN Cable Pull-Through,Middle Back,middle back,,push
30-back-close-grip-seated-cable-row,30 Back Close-Grip Seated Cable Row,Middle Back,middle back,biceps;forearms,pull
30-back-incline-face-up-cable-pull-down,30 Back Incline Face-Up Cable Pull-Down,Middle Back,middle back,,push
30-back-kneeling-high-cable-pull-down,30 Back Kneeling High Cable Pull-Down,Middle Back,middle back,,push
30-back-leaning-v-bar-pull-down,30 Back Leaning V-Bar Pull-Down,Middle Back,middle back,,push
30-back-reverse-grip-pull-down,30 Back Reverse-Grip Pull-Down,Middle Back,middle back,,push
30-back-standing-low-cable-bar-row,30 Back Standing Low Cable Bar Row,Middle Back,middle back,biceps;forearms,pull
30-back-standing-low-cable-rope-row,30 Back Standing Low Cable Rope Row,Middle Back,middle back,biceps;forearms,pull
30-back-straight-arm-bar-pull-down,30 Back Straight-Arm Bar Pull-Down,Middle Back,middle back,,push
30-back-straight-arm-rope-pull-down,30 Back Straight-Arm Rope Pull-Down,Middle Back,middle back,,push
30-back-wide-grip-behind-the-head-pull-down,30 Back Wide-Grip Behind-The-Head Pull-Down,Middle Back,middle back,,push
30-back-wide-grip-pull-down,30 Back Wide-Grip Pull-Down,Middle Back,middle back,,push
30-back-wide-grip-seated-cable-row,30 back Wide-Grip Seated Cable Row,Middle Back,middle back,biceps;forearms,pull
rower,Rower,Middle Back,middle back,,pull
seated-cable-rows,Seated Cable Rows,Middle Back,middle back,biceps;forearms,pull
smith-machine-bent-over-row,Smith machine bent-over row,Middle Back,middle back,biceps;forearms,pull
leverage-high-row,Leverage High Row,Middle Back,middle back,biceps;forearms,pull
machine-low-row,Machine Low Row,Middle Back,middle back,biceps;forearms,pull
standing-lat-pull-down,Standing lat pull-down,Middle Back,middle back,triceps;shoulders,push
30-back-machine-seated-row,30 Back Machine Seated Row,Middle Back,middle back,biceps;forearms,pull
30-back-smith-machine-push-up,30 Back Smith Machine Push-Up,Middle Back,middle back,triceps;shoulders,push
mixed-grip-chin,Mixed Grip Chin,Middle Back,middle back,,push
rhomboids-smr,Rhomboids SMR,Middle Back,middle back,,push
spinal-stretch,Spinal Stretch,Middle Back,middle back,,push
upper-back-stretch,Upper Back Stretch,Middle Back,middle back,,push
middle-back-stretch,Middle Back Stretch,Middle Back,middle back,,push
tbs-pull-up,TBS Pull-Up,Middle Back,middle back,biceps;forearms,pull
hm-angel-stretch,HM Angel Stretch,Middle Back,middle back,,push
uns-foam-roll-upper-back,UNS Foam Roll Upper Back,Middle Back,middle back,,push
30-back-neutral-grip-pull-down,30 Back Neutral-Grip Pull-Down,Middle Back,middle back,,push
30-back-pull-up,30 Back Pull-Up,Middle Back,middle back,biceps;forearms,pull
30-back-reverse-grip-pull-up,30 Back Reverse-Grip Pull-Up,Middle Back,middle back,biceps;forearms,pull
acft-medicine-ball-overhead-power-throw,ACFT Medicine ball overhead power throw,Middle Back,middle back,triceps;upper_chest;glutes,pull
upright-row-with-bands,Upright Row - With Bands,Traps,traps,biceps;forearms,pull
band-seated-row,Band seated row,Traps,traps,biceps;forearms,pull
barbell-shrug,Barbell shrug,Traps,traps,,push
barbell-behind-the-back-shrug,Barbell behind-the-back shrug,Traps,traps,,push
clean-shrug,Clean Shrug,Traps,traps,,push
snatch-shrug,Snatch Shrug,Traps,traps,,push
single-arm-inverted-row,Single-arm inverted row,Traps,traps,biceps;forearms,pull
kettlebell-sumo-deadlift-high-pull,Kettlebell sumo deadlift high pull,Traps,traps,glutes;hamstrings;lower_back,hinge
standing-dumbbell-shrug,Standing dumbbell shrug,Traps,traps,,push
standing-dumbbell-upright-row,Standing dumbbell upright row,Traps,traps,biceps;forearms,pull
dumbbell-pull-over,Dumbbell pull-over,Traps,traps,,push
standing-dumbbell-shrug-gethin-variation,Standing Dumbbell Shrug - Gethin Variation,Traps,traps,,push
single-arm-dumbbell-row,Single-arm dumbbell row,Traps,traps,biceps;forearms,pull
lying-face-down-plate-neck-resistance,Lying Face Down Plate Neck Resistance,Neck,neck,,push
lying-face-up-plate-neck-resistance,Lying Face Up Plate Neck Resistance,Neck,neck,,push
seated-head-harness-neck-resistance,Seated Head Harness Neck Resistance,Neck,neck,,push
cable-straight-bar-upright-row,Cable straight-bar upright row,Traps,traps,biceps;forearms,pull
cable-shrug,Cable shrug,Traps,traps,,push
smith-machine-shrug,Smith machine shrug,Traps,traps,,push
leverage-shrug,Leverage Shrug,Traps,traps,,push
calf-machine-shoulder-shrug,Calf-Machine Shoulder Shrug,Traps,traps,,push
smith-machine-behind-the-back-shrug,Smith machine behind-the-back shrug,Traps,traps,,push
smith-machine-upright-row,Smith machine upright row,Traps,traps,biceps;forearms,pull
machine-low-row,Machine low row-,Traps,traps,biceps;forearms,pull
machine-shrug-gethin-variation,Machine Shrug - Gethin Variation,Traps,traps,,push
smith-machine-single-arm-shrug,Smith machine single-arm shrug,Traps,traps,,push
isometric-neck-exercise-sides,Isometric Neck Exercise - Sides,Neck,neck,,push
isometric-neck-exercise-front-and-back,Isometric Neck Exercise - Front And Back,Neck,neck,,push
neck-bridge-prone,Neck Bridge Prone,Neck,neck,,push
side-neck-stretch,Side Neck Stretch,Neck,neck,,push
neck-smr,Neck-SMR,Neck,neck,,push
scapular-pull-up,Scapular Pull-Up,Traps,traps,biceps;forearms,pull
single-leg-depth-squat,Single-leg depth squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squats-with-bands,Squats - With Bands,Quadriceps,quadricepss,,squat
hip-flexion-with-band,Hip Flexion with Band,Quadriceps,quadricepss,,push
forward-band-walk,Forward Band Walk,Quadriceps,quadricepss,,push
boss-everline-resistance-band-pull-sprint,Boss Everline Resistance-Band Pull Sprint,Quadriceps,quadricepss,,push
banded-jump-squat,Banded jump squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
speed-box-squat,Speed Box Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
hm-banded-squat-toe-tap,HM Banded Squat Toe Tap,Quadriceps,quadricepss,glutes;hamstrings;core,squat
up-band-abducted-squat,UP Band Abducted Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-lateral-band-walk,FYR2 Lateral Band Walk,Quadriceps,quadricepss,,push
fyr2-banded-squat-hold-pulse-jump-complex,FYR2 Banded Squat Hold-Pulse-Jump Complex,Quadriceps,quadricepss,glutes;hamstrings;core,squat
band-split-squat,Band split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
band-front-squat,Band front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squat-hold-with-band-pull-apart,Squat hold with band pull-apart,Quadriceps,quadricepss,glutes;hamstrings;core,squat
banded-squat-toe-tap,Banded squat toe tap,Quadriceps,quadricepss,glutes;hamstrings;core,squat
band-overhead-squat,Band overhead squat,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
quadriceps-smr,Quadriceps SMR,Quadriceps,quadricepss,,push
clean-from-blocks,Clean from Blocks,Quadriceps,quadricepss,,push
barbell-full-squat,Barbell Full Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-back-squat-to-box,Barbell back squat to box,Quadriceps,quadricepss,glutes;hamstrings;core,squat
push-press,Push-press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
power-snatch,Power snatch-,Quadriceps,quadricepss,triceps;upper_chest;glutes,push
hang-clean,Hang Clean,Quadriceps,quadricepss,,push
barbell-walking-lunge,Barbell walking lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
olympic-squat,Olympic Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
narrow-stance-squat,Narrow-stance squat,Quadriceps,quadricepss,glutes;hamstrings;core,pull
box-squat-with-bands,Box Squat with Bands,Quadriceps,quadricepss,glutes;hamstrings;core,squat
weighted-jump-squat,Weighted Jump Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squat-with-chains,Squat with Chains,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-squat,Barbell Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-front-squat,Barbell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-forward-lunge,Barbell forward lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
smith-machine-box-squat,Smith machine box squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-step-up,Barbell step-up,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-bulgarian-split-squat,Barbell Bulgarian split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
hang-clean-below-the-knees,Hang Clean - Below the Knees,Quadriceps,quadricepss,,push
barbell-hack-squat,Barbell hack squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
hack-squat,Hack Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-thruster,Barbell thruster,Quadriceps,quadricepss,triceps;shoulders;glutes,push
split-jerk,Split Jerk,Quadriceps,quadricepss,,push
push-jerk,Push-jerk,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
barbell-back-squat,Barbell back squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
zercher-squat,Zercher squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
jefferson-squats,Jefferson Squats,Quadriceps,quadricepss,,squat
jerk-dip-squat,Jerk Dip Squat,Quadriceps,quadricepss,triceps;shoulders;glutes,push
barbell-side-split-squat,Barbell side split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
frankenstein-squat,Frankenstein Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-speed-squat,Barbell speed squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-side-deadlift,Single-arm side deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
barbell-squat-to-a-bench,Barbell Squat To A Bench,Quadriceps,quadricepss,triceps;shoulders;glutes,push
clean-pull,Clean Pull,Quadriceps,quadricepss,,push
front-barbell-squat-to-a-bench,Front Barbell Squat To A Bench,Quadriceps,quadricepss,triceps;shoulders;glutes,push
barbell-reverse-lunge,Barbell reverse lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
split-clean,Split Clean,Quadriceps,quadricepss,,push
close-stance-dumbbell-front-squat,Close-stance dumbbell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
front-squat-clean-grip,Front Squat (Clean Grip),Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-front-squat-to-back-squat,Barbell front squat to back squat,Quadriceps,quadricepss,triceps;shoulders;glutes,squat
squat-jerk,Squat Jerk,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-front-to-back-squat,Barbell Front-To-Back Squat,Quadriceps,quadricepss,triceps;shoulders;glutes,squat
box-squat-with-chains,Box Squat with Chains,Quadriceps,quadricepss,glutes;hamstrings;core,squat
snatch-from-blocks,Snatch from Blocks,Quadriceps,quadricepss,,push
power-snatch-from-blocks,Power Snatch from Blocks,Quadriceps,quadricepss,,push
front-squat-bodybuilder,Front Squat (Bodybuilder),Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-step-down-reverse-lunge,Barbell step-down reverse lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squat-with-bands,Squat with Bands,Quadriceps,quadricepss,glutes;hamstrings;core,squat
heaving-snatch-balance,Heaving Snatch Balance,Quadriceps,quadricepss,,push
snatch-balance,Snatch Balance,Quadriceps,quadricepss,,push
reverse-band-power-squat,Reverse Band Power Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
paul-carter-back-squat,Paul Carter Back Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
paul-carter-barbell-split-squat,Paul Carter Barbell Split Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
tbs-high-bar-back-squat,TBS High-Bar Back Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
tbs-barbell-front-squat,TBS Barbell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squat-gethin-variation,Squat - Gethin Variation,Quadriceps,quadricepss,glutes;hamstrings;core,squat
front-to-back-barbell-squat,Front-To-Back Barbell Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-lunge-gethin-variation,Barbell Lunge - Gethin Variation,Quadriceps,quadricepss,glutes;hamstrings;core,squat
rack-deadlift-gethin-variation,Rack Deadlift - Gethin Variation,Quadriceps,quadricepss,glutes;hamstrings;core,hinge
barbell-squat-gethin-variation,Barbell Squat - Gethin Variation,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-good-morning-gethin-variation,Barbell Good Morning - Gethin Variation,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
am-barbell-squat,AM Barbell Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
plyometric-power-clean,Plyometric Power Clean,Quadriceps,quadricepss,,push
banded-split-jerk,Banded Split Jerk,Quadriceps,quadricepss,,push
up-squat,UP Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
un-barbell-back-squat,UN Barbell Back Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
un-barbell-box-squat,UN Barbell Box Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
un-barbell-front-squat,UN Barbell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
kv-bulgarian-split-squat,KV Bulgarian Split Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
king-maker-barbell-back-squat,King Maker Barbell Back Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
king-maker-barbell-deadlift,King Maker Barbell Deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
30-legs-barbell-back-squat,30 Legs Barbell Back Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
30-legs-barbell-front-squat,30 Legs Barbell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
barbell-back-squats,Barbell Back Squats,Quadriceps,quadricepss,,squat
front-squats-with-two-kettlebells,Front Squats With Two Kettlebells,Quadriceps,quadricepss,,squat
kettlebell-pistol-squat,Kettlebell Pistol Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
goblet-squat,Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
kettlebell-curtsy-lunge,Kettlebell Curtsy Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-kettlebell-overhead-squat,Single-arm kettlebell overhead squat,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
kettlebell-side-squat,Kettlebell side squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
